Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
299,11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,5,0,0,1,2,1,2,5,False
208,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,7,0,0,1,3,1,3,7,False
306,12,1,1,1,2,0,6,4,4,0,0,1,2,0,2,4,4,0,0,1,2,0,2,4,True
206,3,0,0,0,1,1,1,3,13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,False
129,1,0,0,0,0,1,0,1,3,0,0,0,1,1,1,3,3,0,0,0,1,1,1,3,True
38,8,1,1,0,0,0,4,0,13,1,1,1,2,1,6,5,14,1,1,1,3,0,7,6,False
221,7,0,0,1,3,1,3,7,11,1,1,0,1,1,5,3,1,0,0,0,0,1,0,1,False
303,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,1,0,0,0,0,1,0,1,False
155,7,0,0,1,3,1,3,7,6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,True
112,12,1,1,1,2,0,6,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True
267,2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,5,0,0,1,2,1,2,5,False
117,12,1,1,1,2,0,6,4,11,1,1,0,1,1,5,3,11,1,1,0,1,1,5,3,True
296,11,1,1,0,1,1,5,3,1,0,0,0,0,1,0,1,8,1,1,0,0,0,4,0,True
308,13,1,1,1,2,1,6,5,8,1,1,0,0,0,4,0,10,1,1,0,1,0,5,2,False
290,9,1,1,0,0,1,4,1,4,0,0,1,2,0,2,4,10,1,1,0,1,0,5,2,False
175,11,1,1,0,1,1,5,3,15,1,1,1,3,1,7,7,0,0,0,0,0,0,0,0,False
199,0,0,0,0,0,0,0,0,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,True
154,6,0,0,1,3,0,3,6,4,0,0,1,2,0,2,4,12,1,1,1,2,0,6,4,True
302,11,1,1,0,1,1,5,3,12,1,1,1,2,0,6,4,13,1,1,1,2,1,6,5,True
2,1,0,0,0,0,1,0,1,5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,True
