Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
39,14,3,1,0,1,7,6,15,3,1,1,1,7,7,10,1,1,0,0,5,2,3,1,0,1,0,1,3,True,False
219,13,2,1,1,1,6,5,0,0,0,0,0,0,0,6,3,0,0,1,3,6,15,3,1,1,1,7,7,True,True
147,3,1,0,1,0,1,3,8,0,1,0,0,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,False,True
181,3,1,0,1,0,1,3,1,0,0,1,0,0,1,3,1,0,1,0,1,3,4,2,0,0,1,2,4,True,True
315,11,1,1,1,0,5,3,7,3,0,1,1,3,7,13,2,1,1,1,6,5,4,2,0,0,1,2,4,False,False
108,12,2,1,0,1,6,4,11,1,1,1,0,5,3,15,3,1,1,1,7,7,1,0,0,1,0,0,1,True,False
269,3,1,0,1,0,1,3,12,2,1,0,1,6,4,6,3,0,0,1,3,6,10,1,1,0,0,5,2,False,False
66,1,0,0,1,0,0,1,7,3,0,1,1,3,7,6,3,0,0,1,3,6,0,0,0,0,0,0,0,True,True
197,9,0,1,1,0,4,1,2,1,0,0,0,1,2,13,2,1,1,1,6,5,8,0,1,0,0,4,0,False,True
18,12,2,1,0,1,6,4,9,0,1,1,0,4,1,6,3,0,0,1,3,6,2,1,0,0,0,1,2,False,False
184,14,3,1,0,1,7,6,3,1,0,1,0,1,3,9,0,1,1,0,4,1,15,3,1,1,1,7,7,False,True
113,8,0,1,0,0,4,0,7,3,0,1,1,3,7,3,1,0,1,0,1,3,15,3,1,1,1,7,7,True,True
19,2,1,0,0,0,1,2,6,3,0,0,1,3,6,15,3,1,1,1,7,7,1,0,0,1,0,0,1,False,True
182,4,2,0,0,1,2,4,10,1,1,0,0,5,2,3,1,0,1,0,1,3,12,2,1,0,1,6,4,False,False
92,7,3,0,1,1,3,7,7,3,0,1,1,3,7,12,2,1,0,1,6,4,15,3,1,1,1,7,7,False,False
79,13,2,1,1,1,6,5,11,1,1,1,0,5,3,7,3,0,1,1,3,7,5,2,0,1,1,2,5,False,False
